class,id,ip,ea,vis,bp,fp,li,mg,al,pf6,lio2,o2m,o2,na,ni2,ni3,mn2,mn3,mn4,co,PYR14,FSI,TFSI,co2,h2o
class-00000001,00000001_00025000_12384,-11.38,0.43,12.42,627.56,433.17,12.39,95.59,79.76,3.15,7.45,14.65,-1.81,6.26,25.93,85.74,25.93,85.76,182.71,85.76,-3.69,0.83,1.17,-1.79,-1.86
class-00000001,00000001_00025000_12390,-11.25,-1.08,5.51,566.05,394.02,17.39,113.11,91.84,3.86,9.86,15.23,-1.8,10.58,35.9,102.97,35.9,102.99,207.26,102.99,-3.1,1.55,1.79,-1.71,-0.53
class-00000001,00000001_00025000_12414,-10.83,0.27,5.7,552.41,384.37,12.62,96.87,80.76,2.64,7.11,13.6,-1.7,6.36,26.33,86.93,26.33,86.95,184.8,86.95,-3.39,0.4,0.76,-1.73,-1.85
class-00000001,00000001_00025000_12429,-9.39,-1.66,4.71,666.72,437.3,15.75,105.37,85.96,2.23,8.11,12.6,-1.5,9.25,32.52,95.68,32.53,95.7,194.41,95.7,-2.32,0.01,0.42,-1.71,-0.93
class-00000001,00000001_00025000_12434,-9.38,-0.1,7.16,600.23,408.34,15.38,103.18,84.51,2.42,7.79,10.95,-1.58,9.31,31.81,93.53,31.81,93.55,191.67,93.55,-2.4,0.34,0.61,-1.7,-1.21
class-00000001,00000001_00025000_12445,-6.7,0.31,25529.18,246.5,213.67,-2.8,35.04,36.92,-3.29,-1.87,5.89,-1.8,-5.29,-4.33,26.99,-4.33,27.01,94.47,27.01,1.79,-5.36,-4.87,-1.73,-6.29
class-00000001,00000001_00025000_12454,-9.89,-0.08,2.43,518.69,351,15.72,105.21,86.08,3.6,9.12,14.86,-1.85,9.48,32.46,95.42,32.46,95.44,194.99,95.44,-2.76,1.17,1.47,-1.83,-1.02
class-00000001,00000001_00025000_12456,-10.33,-1.03,59.04,710.12,487.07,10.96,87.63,73.73,0.41,5,8.61,-1.27,5.51,23.05,78.28,23.05,78.3,169.75,78.3,-1.57,-1.39,-0.95,-1.54,-2.61
class-00000001,00000001_00025000_12495,-9.63,0.12,5.27,589.74,401.34,12.93,94.87,78.85,3.4,7.83,14.31,-1.86,7.24,26.96,85.32,26.96,85.34,180.28,85.34,-3.06,1.05,1.36,-1.84,-1.59
class-00000001,00000001_00025000_12496,-9.64,-0.25,6.58,609.52,409.92,11.03,84.75,71.23,3.32,7.26,13.9,-2.04,6.24,23.16,75.79,23.16,75.81,164,75.82,-2.46,0.92,1.21,-2.01,-2.28
class-00000001,00000001_00025000_12532,-10.21,0.94,1.48,509.88,348.06,13.28,96.95,80.49,1.52,6.65,11.49,-1.82,7.2,27.52,87.25,27.52,87.27,183.69,87.27,-2.18,-0.7,-0.31,-1.91,-2.09
class-00000001,00000001_00025000_12534,-9.75,-0.2,2.65,545.35,369.9,13.39,97.5,80.83,3.31,7.93,14.43,-1.84,7.4,27.83,87.79,27.83,87.81,184.45,87.81,-3.02,0.92,1.25,-1.84,-1.5
class-00000001,00000001_00025000_12535,-9.76,-0.18,3.29,561.26,381.29,13.01,96.61,80.28,3.56,7.89,14.82,-1.89,7.01,27.09,86.87,27.09,86.89,183.44,86.89,-3.19,1.15,1.46,-1.85,-1.54
class-00000001,00000001_00025000_12536,-9.49,-0.17,3.01,560.56,379.57,12.84,95.88,79.76,2.97,7.47,14.07,-1.8,6.86,26.73,86.17,26.74,86.19,182.31,86.19,-3,0.61,0.96,-1.85,-1.64
class-00000001,00000001_00025000_12537,-9.59,-0.14,2.91,551.76,373.84,12.13,93.6,78.23,2.82,7.11,13.97,-1.8,6.21,25.32,83.9,25.32,83.92,179.23,83.92,-3.09,0.47,0.84,-1.86,-1.85
class-00000001,00000001_00025000_12538,-10.07,2.17,0.77,417.53,281.79,11.85,94,78.88,4.75,8.33,17.25,-1.91,5.71,24.65,84.08,24.65,84.1,180.89,84.1,-4.29,2.19,2.46,-1.71,-2.17
class-00000001,00000001_00025000_12546,-9.17,-0.97,6.7,597.44,406.68,14.63,99.53,81.82,3.15,8.44,13.77,-1.71,8.86,30.36,90.07,30.36,90.09,186.08,90.09,-2.85,0.87,1.17,-1.76,-1.26
class-00000001,00000001_00025000_12565,-9.77,-1.08,4.12,666.21,437.41,9.61,84.1,71.4,1.13,5.13,11.97,-1.58,3.92,20.22,74.71,20.22,74.73,164.9,74.73,-2.48,-1.15,-0.64,-1.79,-2.74
class-00000001,00000001_00025000_12571,-11.22,-0.09,4.51,598.99,409.35,14.47,102.42,84.41,3.53,8.51,14.83,-1.78,8.14,30.05,92.5,30.05,92.52,192.05,92.52,-3.39,1.22,1.5,-1.73,-1.34
class-00000001,00000001_00025000_12582,-10.27,1.82,0.52,372.19,248.94,11.32,93.95,79.22,3.27,7.07,15.6,-1.74,4.85,23.49,83.79,23.5,83.81,181.9,83.81,-4.36,0.75,1.03,-1.77,-2.21
class-00000001,00000001_00025000_12585,-8.79,0.57,10.54,645.54,440.09,0.49,54.88,51.94,2.82,2.13,13.19,-1.88,-4.2,2.09,45.56,2.09,45.58,126.26,45.58,-4.47,0.61,0.89,-1.73,-4.8
class-00000001,00000001_00025000_12595,-8.78,-0.69,6.47,611.53,416.27,24.92,134.02,104.99,4.71,13.57,15.8,-2.1,17.59,50.95,124.33,50.96,124.35,232.55,124.35,-1.7,2.21,2.42,-1.85,0.56
class-00000001,00000001_00025000_12600,-11.09,0.41,2.94,507.63,356.49,14.08,99.89,82.58,4.58,9.05,16.04,-1.95,8.18,29.27,90.09,29.27,90.11,188.27,90.11,-3.26,2.16,2.4,-1.7,-1.24
class-00000001,00000001_00025000_12612,-8.98,-0.07,5.71,557.75,381.54,19.48,117.5,94.29,3.29,10.29,13.6,-1.79,12.72,40.02,107.66,40.02,107.68,211.48,107.69,-2.46,1.02,1.29,-1.81,-0.31
class-00000001,00000001_00025000_12619,-11.19,0.43,3.31,533.3,373.41,13.43,97.82,81.18,5.09,9.19,17.13,-2.02,7.6,27.99,88.04,27.99,88.06,185.49,88.06,-3.39,2.6,2.85,-1.71,-1.32
class-00000001,00000001_00025000_12640,-9.06,0.02,5.74,590.74,400.34,18.68,114.8,92.49,3.14,9.83,13.39,-1.79,12.05,38.41,104.98,38.41,105,207.87,105,-2.43,0.88,1.18,-1.82,-0.46
class-00000001,00000001_00025000_12645,-8.72,0.51,2.2,584.61,391.49,-1.72,49.41,48.51,1.93,0.8,13.94,-1.86,-6.75,-2.41,39.94,-2.41,39.96,119.57,39.96,-6,-0.46,-0.15,-1.93,-5.45
class-00000001,00000001_00025000_12646,-8.76,-0.3,10.47,607.33,413.58,19.27,117.66,94.47,2.63,9.73,12.65,-1.65,12.32,39.61,107.75,39.61,107.77,211.91,107.77,-2.47,0.49,0.84,-1.78,-0.49
class-00000001,00000001_00025000_12650,-9.56,-0.36,4.78,602.06,408,13.12,95.15,78.94,4.07,8.5,15.81,-2,7.44,27.35,85.65,27.35,85.67,180.37,85.68,-3.31,1.65,1.83,-1.85,-1.49
class-00000001,00000001_00025000_12664,-8.77,-0.58,2.97,543.25,368.68,25.87,139.84,109.33,4.12,13.36,14.67,-1.95,17.95,52.76,129.8,52.76,129.82,241.51,129.82,-1.64,1.7,1.91,-1.84,0.63
class-00000001,00000001_00025000_12666,-11.16,0.44,2.9,518.21,362.87,13.3,97.63,81.1,4.85,8.94,16.72,-1.98,7.42,27.71,87.81,27.71,87.84,185.34,87.84,-3.46,2.38,2.63,-1.7,-1.38
class-00000001,00000001_00025000_12669,-9.77,0.45,4.44,586.46,406.19,8.82,83.06,71.17,4.85,7.04,17.02,-2.08,3.3,18.8,73.39,18.8,73.41,165.29,73.42,-4.22,2.31,2.61,-1.82,-2.48
class-00000001,00000001_00025000_12674,-10.27,0.81,10.87,578.38,398.87,16.65,111.68,91.01,1.54,8.18,12.47,-1.56,9.61,34.37,101.45,34.37,101.47,205.64,101.47,-2.48,-0.6,-0.1,-1.74,-1.29
class-00000001,00000001_00025000_12680,-9.61,-0.07,1.53,502.62,339.22,9.36,82.03,69.98,3.59,6.72,15.04,-2.04,4.14,19.73,72.72,19.74,72.74,162.11,72.74,-3.47,1.11,1.39,-2,-2.9
class-00000001,00000001_00025000_12687,-9.54,0.18,5.06,611.78,413.74,12.06,92.51,77.35,3.24,7.31,14.14,-1.88,6.36,25.2,82.92,25.2,82.94,177.36,82.94,-3.1,0.88,1.21,-1.86,-1.83
class-00000001,00000001_00025000_12690,-10.45,0.88,5.01,566.06,385.67,16.96,112.8,91.87,0.91,7.89,11.63,-1.38,9.85,34.91,102.52,34.91,102.54,207.39,102.54,-1.97,-1.17,-0.6,-1.64,-1.16
class-00000001,00000001_00025000_12695,-11.11,0.99,1.77,493.44,343.64,12.73,94.99,79.13,4.45,8.27,15.65,-2.25,6.96,26.53,85.31,26.53,85.33,181.11,85.34,-3.16,1.93,2.13,-1.99,-1.66
class-00000001,00000001_00025000_12702,-11.08,0.99,3.2,536.14,375.39,13.02,95.51,79.39,4.75,8.64,16.02,-2.29,7.37,27.17,85.89,27.18,85.91,181.58,85.91,-3.04,2.22,2.43,-1.97,-1.56
class-00000001,00000001_00025000_12757,-8.9,0.36,13.18,594.1,407.19,15.56,103.87,84.6,1.72,8,12.33,-1.64,9.04,32.17,94.4,32.17,94.42,191.33,94.42,-2.67,-0.36,0.15,-1.72,-2.08
class-00000001,00000001_00025000_12759,-9.93,-0.18,2.65,521.28,358.15,10.78,85.65,72.25,4.7,8.09,16.2,-2.17,5.76,22.65,76.43,22.65,76.45,166.59,76.45,-3.16,2.15,2.38,-1.91,-2.43
class-00000001,00000001_00025000_12771,-11.08,0.32,11.34,693.5,466.02,13.5,99.16,82.19,3.83,8.07,14.68,-1.92,7.35,28.14,89.28,28.14,89.3,187.61,89.3,-3.32,1.5,1.8,-1.76,-1.43
class-00000001,00000001_00025000_12780,-11.29,0.52,2.01,502.04,349.26,12.96,96.6,80.42,4.75,8.75,16.77,-1.96,7.04,27.01,86.8,27.02,86.82,183.94,86.82,-3.65,2.26,2.52,-1.72,-1.5
class-00000001,00000001_00025000_12781,-11.1,0.5,6.91,585.01,410.57,13.39,97.05,80.52,5.17,9.27,17.23,-2.09,7.71,27.95,87.37,27.95,87.39,184.06,87.39,-3.29,2.67,2.94,-1.73,-1.36
class-00000001,00000001_00025000_12787,-8.94,-1.95,1.5,474.45,335.29,23.34,131.8,104.06,2.59,11.44,12.68,-1.77,15.67,47.64,121.74,47.64,121.76,231.01,121.76,-1.84,0.7,0.38,-1.93,0.45
class-00000001,00000001_00025000_12788,-9.01,-1.97,2.48,517.49,365.82,23.09,130.84,103.38,3.21,11.78,13.69,-1.93,15.55,47.21,120.8,47.22,120.82,229.71,120.82,-1.98,1.13,0.93,-1.95,0.47
class-00000001,00000001_00025000_12789,-10.77,-0.28,3.18,538.1,365.61,13.81,100.81,83.42,0.92,6.5,11.08,-1.39,7.31,28.6,90.84,28.61,90.86,189.96,90.86,-2.08,-1.19,-0.7,-1.61,-1.69
class-00000001,00000001_00025000_12792,-10.17,-0.85,2.83,544.17,371.19,13.59,97.11,80.39,4.38,8.82,15.91,-1.92,7.85,28.24,87.52,28.24,87.54,183.39,87.54,-3.06,1.87,2.12,-1.77,-1.29
class-00000001,00000001_00025000_12809,-9.39,-0.31,1.5,456.99,313.83,14.67,97.88,80.44,1.59,7.61,11.95,-1.76,8.96,30.27,88.65,30.28,88.67,182.75,88.67,-2.09,-0.51,-0.32,-1.95,-1.68
class-00000001,00000001_00025000_12812,-11.13,0.4,2.48,512.4,358.45,13.29,97.76,81.21,5.02,9.08,17.28,-1.99,7.37,27.68,87.93,27.69,87.95,185.61,87.95,-3.5,2.52,2.78,-1.71,-1.35
class-00000001,00000001_00025000_12850,-9.68,-1.1,5.02,610,407.69,14.65,99.41,81.53,2.98,8.42,13.56,-2.05,8.76,30.36,90.05,30.36,90.07,185.1,90.07,-2.46,0.6,0.92,-2.03,-1.87
class-00000001,00000001_00025000_12896,-10.05,-0.52,5.73,621.45,424.56,8.5,79.61,68.46,1.65,5.14,12.45,-1.61,3.4,18.09,70.25,18.09,70.27,159.31,70.27,-2.91,-0.48,-0.16,-1.79,-2.91
class-00000001,00000001_00025000_12898,-10.7,1.81,2.75,511.67,356.91,16.4,108.83,88.88,5.07,10.28,16.94,-2.03,10.05,33.89,98.79,33.9,98.82,201.22,98.82,-2.98,2.56,2.83,-1.7,-0.7
class-00000001,00000001_00025000_12899,-11.2,0.62,23.97,730.8,491.6,3.77,64.96,58.69,2.66,3.38,12.56,-1.79,-0.94,8.7,55.62,8.71,55.64,139.88,55.64,-3.65,0.45,0.79,-1.71,-3.99
class-00000001,00000001_00025000_12903,-9.94,0.41,1.53,512.09,345.39,11.17,91.67,77.17,4.75,7.9,17.16,-1.95,5.11,23.37,81.81,23.37,81.84,177.42,81.84,-4.24,2.21,2.5,-1.75,-1.89
class-00000001,00000001_00025000_12910,-11.31,0.43,1.13,438.93,304.05,13.27,98.32,81.74,4,8.32,15.64,-1.81,7.14,27.57,88.4,27.57,88.42,186.73,88.42,-3.6,1.58,1.84,-1.69,-1.47
class-00000001,00000001_00025000_12940,-10.68,1.76,4.08,559.01,380.3,14.8,105.73,87.07,2.59,7.99,14.16,-1.74,7.96,30.63,95.5,30.64,95.53,197.79,95.53,-3.19,0.25,0.64,-1.8,-1.38
class-00000001,00000001_00025000_12941,-10.3,1.35,2.48,528.81,362.13,16.73,111.55,90.95,3.26,9.16,14.32,-1.76,9.83,34.47,101.32,34.47,101.34,205.52,101.35,-3.15,0.95,1.27,-1.72,-1.2
class-00000001,00000001_00025000_12951,-9.63,0.12,9.14,700.47,465.64,6.62,74.41,64.96,3.16,5.03,14.26,-1.96,1.46,14.37,65.03,14.37,65.05,152.27,65.05,-3.83,0.74,1.11,-1.94,-3.23
class-00000001,00000001_00025000_12955,-9.72,-0.09,2.83,512.02,361.28,20.58,121.99,97.51,4.85,11.96,16.6,-2.05,13.72,42.28,111.99,42.28,112.02,218.25,112.02,-2.39,2.4,2.55,-1.77,0.21
class-00000001,00000001_00025000_12957,-9.89,-0.41,11,701.41,465.49,7.92,78.56,67.72,1.47,4.65,12.48,-1.84,2.53,16.97,69.18,16.97,69.2,157.79,69.2,-3.03,-0.8,-0.37,-1.95,-3.12
class-00000001,00000001_00025000_12962,-9.29,-0.82,3.64,597.14,399.1,11.98,88.58,73.98,3.63,7.88,14.55,-2.06,6.92,25.02,79.49,25.02,79.51,169.71,79.52,-2.6,1.18,1.45,-1.99,-2.21
class-00000001,00000001_00025000_12963,-11.01,1.03,4.35,561.53,393.02,12.97,95.05,79.02,4.81,8.66,15.98,-2.3,7.4,27.09,85.48,27.09,85.5,180.82,85.5,-3,2.29,2.5,-1.96,-1.58
class-00000001,00000001_00025000_12966,-9.29,-0.73,4.91,634.31,422.34,12.17,89.75,74.82,3.75,8.12,14.86,-2.08,6.99,25.44,80.62,25.44,80.64,171.45,80.64,-2.79,1.29,1.58,-1.99,-2.5
class-00000001,00000001_00025000_12968,-9.35,-0.12,6.38,662.38,442.02,8.55,81.09,69.57,3.02,5.7,13.93,-1.91,3.14,18.2,71.6,18.2,71.62,161.66,71.62,-3.5,0.63,0.99,-1.91,-2.76
class-00000001,00000001_00025000_12988,-11.03,0.55,1.69,491.86,342.64,11.24,91.84,77.31,5.07,8.18,17.53,-2.04,5.33,23.6,81.98,23.6,82,177.83,82,-3.99,2.51,2.8,-1.76,-1.83
class-00000001,00000001_00025000_12989,-9.56,-1.2,4.13,635.81,419.86,15.33,103.7,84.89,3.08,8.46,13.58,-1.67,9.07,31.7,94.01,31.7,94.03,192.37,94.03,-2.56,0.75,1.08,-1.76,-0.93
class-00000001,00000001_00025000_12990,-9.62,-1.21,5.18,685.82,448.26,14.66,101.35,83.25,2.71,7.87,12.74,-1.63,8.48,30.36,91.71,30.36,91.73,189.01,91.73,-2.47,0.44,0.79,-1.75,-1.14
class-00000001,00000001_00025000_13014,-10.05,1.21,4.59,550.82,383.69,18.78,115.96,93.56,4.72,11.06,16.09,-2.02,12.26,38.68,105.96,38.68,105.98,210.52,105.98,-2.7,2.27,2.52,-1.72,-0.41
class-00000001,00000001_00025000_13022,-10.05,-0.74,3.35,572.83,386.18,11.95,88.96,74.32,0.17,5.36,8.93,-1.35,6.52,24.86,79.83,24.86,79.85,170.34,79.86,-0.78,-1.8,-1.26,-1.64,-2.41
class-00000001,00000001_00025000_13042,-11.97,-1.21,2.78,523.59,359.59,18.42,115.54,93.18,1.88,6.87,3.77,-0.35,11.1,37.76,105.59,37.76,105.61,209.31,105.61,-3.96,0.85,0.67,-0.96,-1.08
class-00000001,00000001_00025000_13048,-11.18,0.51,2.23,456.11,325.55,20.95,127.07,101.89,2.17,10.23,13.06,-1.67,13.34,42.85,116.46,42.86,116.48,228.02,116.48,-2.3,0,0.43,-1.71,-0.44
class-00000001,00000001_00025000_13090,-9.79,-0.2,11.71,695.89,463.9,6.92,74.05,64.5,2.78,5.11,13.79,-1.78,2.02,14.99,64.83,14.99,64.85,151.14,64.85,-3.6,0.49,0.84,-1.84,-3.17
class-00000001,00000001_00025000_13091,-9.95,-0.33,7.68,626.44,427.53,6.36,72.41,63.57,1.08,3.78,10.97,-1.63,1.49,13.79,63.13,13.79,63.15,149.4,63.15,-2.47,-1.06,-0.73,-1.76,-3.52
class-00000001,00000001_00025000_13111,-10.08,-0.55,13.17,761.37,508.74,13.9,100.61,83.11,1.58,6.98,12.14,-1.72,7.53,28.91,90.73,28.91,90.75,189.3,90.75,-2.21,-0.53,-0.23,-1.93,-1.34
class-00000001,00000001_00025000_13112,-10.57,-1.14,4.31,589.53,397.22,11.92,91.02,75.95,2.32,6.8,12.94,-1.74,6.12,24.87,81.66,24.87,81.68,173.96,81.68,-2.78,0,0.39,-1.84,-2.3
class-00000001,00000001_00025000_13129,-11.12,-2.13,7.84,701.06,459.18,17.73,112.19,90.42,1.67,7.56,8.29,-0.23,10.58,36.46,102.52,36.46,102.54,203.12,102.54,-3.61,0.53,0.76,-0.98,-0.75
class-00000001,00000001_00025000_13145,-9.59,0.17,3.62,560.66,381.74,12.26,93.28,77.9,3.07,7.29,13.95,-1.83,6.51,25.58,83.66,25.58,83.68,178.44,83.69,-3.02,0.72,1.05,-1.85,-1.79
class-00000001,00000001_00025000_13145,-9.59,0.17,3.62,560.66,381.74,12.26,93.28,77.9,3.07,7.29,13.95,-1.83,6.51,25.58,83.66,25.58,83.68,178.44,83.69,-3.02,0.72,1.05,-1.85,-1.79
class-00000001,00000001_00025000_1314,-9.5,-1.42,6.98,616.17,413.92,13.4,94.58,78.09,2.47,7.34,12.07,-2.07,7.75,27.86,85.37,27.86,85.39,177.95,85.39,-1.88,0.13,0.46,-2.07,-1.95
class-00000001,00000001_00025000_13151,-9.37,-0.1,8.87,627.96,425.53,14.9,101.54,83.38,2.85,7.94,11.78,-1.7,8.93,30.89,91.92,30.89,91.94,189.4,91.94,-2.59,0.67,0.91,-1.75,-1.27
class-00000001,00000001_00025000_13155,-9.7,0.77,2.49,605.62,398,5.34,72.65,64.27,2.32,3.95,14.22,-1.83,-0.31,11.69,62.96,11.69,62.98,151.33,62.98,-4.66,-0.11,0.27,-1.88,-3.58
class-00000001,00000001_00025000_13163,-10.53,1.66,2.07,477.74,336.38,17.98,113.64,92.06,5.2,11.24,17.04,-2.03,11.51,37.05,103.61,37.05,103.63,207.55,103.63,-2.92,2.69,2.94,-1.66,-0.76
class-00000001,00000001_00025000_13164,-10.45,1.85,1.38,457.67,319.69,16.33,108.54,88.66,5.16,10.6,17.4,-2.03,9.94,33.74,98.52,33.74,98.54,200.73,98.54,-3.26,2.61,2.88,-1.7,-1.21
class-00000001,00000001_00025000_13165,-10.35,1.38,1.2,438.01,297.68,16.4,110.11,89.97,2.87,8.86,13.96,-1.62,9.52,33.73,99.92,33.73,99.94,203.43,99.94,-3.18,0.6,0.92,-1.65,-1.2
class-00000001,00000001_00025000_13172,-9.14,-0.84,10.91,656.2,445.19,11.87,89.87,74.91,4.29,8.33,15.89,-2.04,6.42,24.89,80.67,24.9,80.69,171.72,80.69,-3.44,1.8,2.08,-1.86,-3.04
class-00000001,00000001_00025000_13181,-10.64,0.4,12.47,637.35,439.03,11.59,93.18,78.15,2.7,6.73,13.82,-1.79,5.49,24.32,83.33,24.33,83.35,179.46,83.35,-3.51,0.44,0.83,-1.79,-2.1
class-00000001,00000001_00025000_13182,-8.71,0.49,1243.65,807.64,557.83,-5.3,28.13,32.36,-0.64,-1.21,8.54,-1.75,-7.82,-9.36,20.02,-9.36,20.04,85.33,20.04,-1.29,-2.67,-2.15,-1.72,-8.12
class-00000001,00000001_00025000_13193,-9.1,-0.87,17.58,665.08,458.62,10.62,84.38,71.25,1.02,5.68,11.04,-1.47,5.7,22.37,75.26,22.37,75.28,164.45,75.29,-2.17,-0.86,-0.54,-1.75,-2.47
class-00000001,00000001_00025000_13199,-9.76,0.6,2.63,567.86,378.35,6.69,76.94,67.22,2.06,4.14,12.58,-1.74,0.99,14.35,67.21,14.35,67.23,157.28,67.23,-3.69,-0.3,0.07,-1.75,-3.28
class-00000001,00000001_00025000_13244,-9.02,-0.76,3.38,566.93,382.12,15.87,100.68,82.04,3.97,9.81,14.73,-2.08,10.54,32.81,91.57,32.81,91.59,185.8,91.59,-2.27,1.51,1.75,-1.95,-1.67
class-00000001,00000001_00025000_13260,-11.22,0.43,2.73,518.03,362.28,13.49,98.25,81.52,4.97,9.12,16.99,-1.99,7.6,28.09,88.43,28.09,88.45,186.19,88.45,-3.43,2.49,2.74,-1.7,-1.3
class-00000001,00000001_00025000_13269,-9.2,0.4,8.75,631.49,435.7,11.39,90.66,76.07,4.47,7.91,15.82,-2.03,5.75,23.95,81.07,23.96,81.09,174.87,81.09,-3.69,2.05,2.33,-1.78,-3.33
class-00000001,00000001_00025000_13270,-8.88,0.53,3.93,564.68,392.94,12.5,94.94,79.2,4.8,8.54,16.6,-2.06,6.71,26.17,85.18,26.17,85.2,181.49,85.21,-3.48,2.31,2.59,-1.77,-1.6
class-00000001,00000001_00025000_13306,-9.94,2.1,0.56,395.02,271.75,14.47,101.37,83.75,5.47,10.21,17.96,-2.01,8.54,29.92,91.48,29.92,91.5,190.66,91.5,-3.38,2.86,3.11,-1.62,-1.77
class-00000001,00000001_00025000_13308,-10.05,-0.31,1.31,482.6,329.23,11.07,88.79,74.93,-0.08,4.46,8.26,-1.82,5.52,23.02,79.21,23.03,79.23,172.33,79.23,-0.66,-2.64,-2.26,-1.94,-2.53
class-00000001,00000001_00025000_13314,-9.74,0.77,1.73,556.94,369.67,6.88,78.2,68.19,2.15,4.48,14.01,-1.79,1.02,14.73,68.39,14.73,68.41,159.36,68.41,-4.28,-0.28,0.1,-1.87,-3.19
class-00000001,00000001_00025000_13318,-11.46,-0.02,14.85,573.77,398.19,8.75,80.62,69.22,0.82,4.25,7.78,-1.2,3.54,18.51,71.22,18.51,71.24,160.8,71.24,-1.7,-1.05,-0.66,-1.32,-3.2
class-00000001,00000001_00025000_13329,-10.37,0.23,7.23,630.25,425.53,11.41,92.8,77.93,1.61,5.9,12.07,-1.65,5.21,23.9,82.93,23.9,82.95,178.96,82.95,-2.86,-0.59,-0.13,-1.74,-2.28
class-00000001,00000001_00025000_1333,-10.16,-1.58,5.93,606.94,405.36,17.63,106.06,85.27,2.72,9.23,11.7,-1.86,11.78,36.33,97.12,36.33,97.14,191.69,97.14,-1.47,0.62,0.77,-1.86,-0.6
class-00000001,00000001_00025000_13369,-10.37,0.5,5.1,588.86,401.83,12.45,94.59,78.9,5.04,8.69,16.99,-2.06,6.66,26.05,84.87,26.05,84.89,180.77,84.89,-3.52,2.51,2.78,-1.75,-1.54
class-00000001,00000001_00025000_13377,-9.94,0.62,6.43,531.84,383,20.89,121.24,96.83,5.31,12.68,17.27,-2.2,14.52,42.97,111.39,42.97,111.42,216.88,111.42,-2.25,2.77,3.05,-1.73,-0.3
class-00000001,00000001_00025000_13378,-9.18,-0.22,9.08,676.76,456.47,16.9,106.6,86.29,1.58,7.78,9.22,-1.69,10.58,34.86,97.25,34.86,97.27,194.56,97.27,-1.94,-0.3,-0.31,-1.91,-0.88
class-00000001,00000001_00025000_13379,-10.46,0.23,15.32,626.33,440.72,14.01,99.28,82.07,4.87,8.98,15.21,-2.11,8.34,29.23,89.54,29.23,89.56,187.26,89.56,-2.87,2.45,2.68,-1.72,-1.3
class-00000001,00000001_00025000_13380,-9.23,0.38,10.63,642.31,444.87,13.36,97.88,81.17,4.78,8.93,16.52,-2.11,7.48,27.94,88.11,27.94,88.13,185.47,88.13,-3.39,2.3,2.58,-1.81,-1.97
class-00000001,00000001_00025000_13396,-9.12,0.13,5.79,793.48,517.94,8.89,83.77,71.64,-1.68,3.4,9.64,-1.74,2.98,18.79,74.08,18.79,74.1,165.96,74.11,-0.57,-3.99,-3.47,-2.01,-3.02
class-00000001,00000001_00025000_13416,-10.05,0.18,1.65,460.98,320.02,13.74,101.25,83.98,1.55,6.74,11.33,-1.48,7.19,28.43,91.14,28.43,91.16,191.4,91.16,-2.59,-0.59,-0.15,-1.59,-2.05
class-00000001,00000001_00025000_13419,-9.16,-0.04,7.71,623.05,423.13,8.82,77.87,66.55,3.43,6.56,14.88,-2.24,3.96,18.81,68.98,18.81,69,154.68,69,-3.43,0.94,1.24,-2.16,-3.46
class-00000001,00000001_00025000_13420,-9.19,0.04,8.83,614.1,419.92,9.03,78.81,67.23,3.84,6.89,15.42,-2.3,4.13,19.23,69.88,19.23,69.9,156.11,69.9,-3.55,1.31,1.58,-2.15,-3.36
class-00000001,00000001_00025000_13439,-10.12,0.33,1.31,499.28,335.29,10.94,91.57,77.23,4.33,7.5,16.68,-1.88,4.75,22.9,81.64,22.9,81.66,177.64,81.66,-4.39,1.81,2.11,-1.76,-1.96
class-00000001,00000001_00025000_1346,-9.57,0.18,1.6,563.93,371.95,6.53,77.88,68.09,2.07,4.25,14.12,-1.8,0.51,14.03,67.97,14.03,67.99,159.3,67.99,-4.6,-0.39,-0.01,-1.89,-3.38
class-00000001,00000001_00025000_13497,-10.7,1.81,5.04,554.4,388.59,16.71,109.32,89.09,5.28,10.6,17.21,-2.09,10.48,34.57,99.34,34.57,99.36,201.58,99.37,-2.8,2.77,3.04,-1.71,-0.62
class-00000001,00000001_00025000_13498,-8.91,-0.55,7.27,624.49,416.13,13.78,95.85,78.99,3.7,8.53,14.48,-2.18,8.11,28.65,86.61,28.65,86.63,179.91,86.63,-3.02,1.26,1.51,-2.01,-1.98
class-00000001,00000001_00025000_13521,-9.29,-0.88,8.5,650.96,437.16,14.9,100.88,82.76,3.79,8.88,14.64,-1.95,9.1,30.93,91.36,30.93,91.38,187.99,91.39,-2.65,1.38,1.67,-1.87,-1.07
class-00000001,00000001_00025000_13522,-9.1,-0.72,12.15,650.27,438.05,14.77,99.47,81.63,2.92,8.17,12.62,-1.78,9.1,30.66,90.09,30.66,90.11,185.49,90.11,-2.45,0.7,1,-1.84,-1.24
class-00000001,00000001_00025000_13528,-9.57,-0.67,2.01,481.75,327.95,14.7,99.48,81.68,2.75,8.26,13.04,-1.91,8.8,30.39,90.09,30.39,90.11,185.44,90.11,-2.52,0.44,0.72,-1.91,-1.8
class-00000001,00000001_00025000_13604,-9.83,-0.79,6.83,612.72,413.65,14.99,98.35,80.42,3.72,9,14.36,-2.15,9.59,31.09,89.26,31.09,89.28,182.46,89.28,-1.83,1.22,1.51,-2.04,-1.06
class-00000001,00000001_00025000_13628,-9.55,-0.35,1.94,521.87,361.09,13.13,95.85,79.62,3.81,8.31,15.49,-1.92,7.34,27.33,86.23,27.33,86.25,181.96,86.25,-3.28,1.38,1.59,-1.84,-1.54
